지역명,도로명,차선,최고속도
강동구,고덕로61길,2,40
종로구,비봉길,1,30
양천구,목동중앙로,2,30
강동구,양재대로,2,50
은평구,갈현로,1,30
관악구,보라매로3길,1,30
성북구,장월로,1,50
금천구,독산로50길,1,30
강북구,한천로,3,50
서초구,효령로,3,50
성동구,독서당로,2,50
동대문구,경동시장로,1,10
구로구,고척로25길,1,30
마포구,가양대로,3,50
중구,을지로,3,50
서초구,양재대로,4,60
중구,남대문로,2,50
중구,장충단로,4,50
마포구,화곡로,3,60
강북구,월계로37길,1,30
서초구,사평대로,4,50
양천구,신정로7길.인접길,1,10
양천구,남부순환로88길,1,30
성동구,동부간선도로,4,80
마포구,연남로13길,1,40
관악구,관악로,3,30
서초구,동작대로,3,50
성동구,난계로,2,30
동대문구,장안벚꽃로,2,50
노원구,덕릉로,3,50
노원구,한글비석로,3,50
노원구,한글비석로,3,50
강서구,남부순환로17길,1,30
동대문구,장안벚꽃로,1,50
양천구,강서로,2,50
서초구,남부순환로,2,50
서초구,동작대로,4,50
강서구,금낭화로,2,50
동작구,양녕로,4,60
서대문구,성산로.연희로26길사이길,1,10
구로구,구로중앙로18길,1,30
은평구,수색로24길,1,30
은평구,북한산로.진관4로사이길,1,30
양천구,목동동로2길.인접길,1,30
노원구,한글비석로19길,1,30
종로구,세종대로,5,50
강북구,오현로32길,1,30
강남구,올림픽대로,4,80
서초구,서초대로,3,50
구로구,새말로.인접길,1,10
송파구,강동대로2길,1,30
강남구,테헤란로,4,50
강동구,고덕로,2,50
강남구,선릉로189길,1,30
노원구,한글비석로20길,1,30
노원구,석계로,2,30
노원구,동일로191가길,1,30
영등포구,대방천로,2,50
금천구,호암로,2,40
서초구,남부순환로,4,50
영등포구,선유동1로,1,30
은평구,갈현로,1,30
동작구,상도로15길,1,30
강북구,오현로,2,30
광진구,광나루로,3,50
서초구,강남대로,4,50
서초구,올림픽대로,1,40
서대문구,수색로,1,30
관악구,신림로,1,10
노원구,상계로1길,1,30
영등포구,신길로,2,30
영등포구,올림픽대로,1,40
송파구,문정로,2,30
도봉구,도봉로169나길,1,30
강북구,오현로,2,50
양천구,신정로7길,2,50
구로구,신도림로17길,2,60
강동구,천호대로157길,1,40
중랑구,면목천로,2,50
광진구,아차산로.워커힐로사이길,1,30
강서구,개화길,1,30
구로구,경인로,4,50
동대문구,한천로,2,40
영등포구,양평로22사길,1,30
금천구,가산로9길,1,30
노원구,덕릉로112길,1,30
강북구,삼양로,2,50
도봉구,노해로63길,1,30
관악구,관악로,4,50
서대문구,경기대로,1,30
강북구,오현로,2,30
중랑구,중랑역로,1,30
은평구,통일로,1,30
송파구,수도권제1순환고속도로,4,100
서대문구,북아현로,1,30
마포구,성미산로,2,50
성북구,북악산로1라길,1,10
서초구,고무래로,1,40
강서구,화곡로,3,50
관악구,국회단지길,1,30
강동구,아리수로,2,50
중랑구,면목로28길,1,30
영등포구,영신로,1,30
강북구,삼양로27길,1,30
구로구,고척로22길,1,30
성북구,월계로,3,50
영등포구,도림천로,2,50
영등포구,영등포로,3,50
영등포구,영등포로,3,50
영등포구,국회대로,3,50
강서구,일반국도6호선,2,30
송파구,오금로31길,1,30
구로구,공원로6가길,1,30
강남구,광평로,3,60
송파구,위례성대로,6,50
노원구,광운로1길,1,30
영등포구,영중로,3,50
성동구,마장로42길,1,30
강남구,학동로,3,50
영등포구,선유로44길,1,30
도봉구,덕릉로,2,50
서대문구,연희로25길,1,30
강북구,삼양로27길,1,30
성북구,보국문로30가길,1,10
금천구,남부순환로,3,50
강남구,광평로56길,1,30
서대문구,성산로,4,50
강남구,학동로60길,1,30
강동구,아리수로93가길,1,30
성동구,동호로,2,50
성동구,살곶이길,2,40
은평구,진관1로,2,50
은평구,진관1로,2,50
강서구,남부순환로,4,50
용산구,동작대로,1,40
성동구,아차산로,3,60
강동구,올림픽대로,1,40
강동구,올림픽대로,1,40
양천구,신월로,3,50
은평구,갈현로45길,1,30
노원구,한글비석로,3,50
은평구,진관2로,3,40
양천구,목동로3길.인접길,2,30
용산구,원효로,2,50
노원구,방학로,3,50
영등포구,공항대로,4,50
강서구,개화동로,5,50
구로구,남부순환로,2,50
용산구,이촌로,1,50
강서구,개화동로,4,50
구로구,남부순환로,4,50
마포구,마포대로,4,50
마포구,백범로,3,50
마포구,강변북로,2,40
영등포구,올림픽대로,1,40
영등포구,올림픽대로,2,40
송파구,올림픽로,4,50
용산구,효창목길,1,30
은평구,연서로46길,1,30
강남구,광평로,3,60
마포구,백범로,3,50
관악구,신림로,4,50
송파구,오금로,3,50
서대문구,성산로,5,50
강북구,오현로,1,30
동대문구,이문로,2,50
양천구,지양로,1,30
강북구,노해로,2,50
은평구,가좌로,2,50
동작구,상도로,2,50
강남구,학동로50길,1,10
강남구,학동로,3,50
양천구,신정이펜2로,1,30
강남구,언주로30길.양재천로,2,30
양천구,남부순환로,1,30
마포구,연남로,2,50
중구,칠패로,3,50
용산구,대사관로,1,30
성동구,동호로,2,50
동대문구,왕산로,3,60
구로구,공원로,4,30
구로구,안양천로,3,50
동작구,상도로,2,50
광진구,동일로,2,50
도봉구,우이천로38라길,1,10
용산구,청파로,2,50
마포구,마포대로14길,1,30
동작구,상도로,2,50
영등포구,신길로42라길,1,30
동대문구,답십리로72길,1,30
도봉구,노해로62길,1,30
서초구,잠원로,4,50
강서구,공항대로,1,10
동대문구,답십리로72길,1,30
영등포구,서부간선도로,3,30
용산구,청파로,3,50
광진구,동일로,3,50
광진구,자양로50길,1,10
동대문구,천호대로71길,1,10
강동구,명일로,2,40
동대문구,사가정로,1,40
종로구,수표로,1,30
종로구,돈화문로11길,1,30
강서구,초원로,2,30
송파구,한가람로,1,30
중구,통일로,4,50
종로구,경희궁4길,1,30
강동구,천호대로,1,60
영등포구,여의대방로,3,50
강서구,개화동로,2,50
종로구,돈화문로,1,30
송파구,연화로,3,30
광진구,강변역로,5,50
중랑구,겸재로50길,1,30
중랑구,봉우재로33길,1,30
종로구,자하문로,3,50
성북구,북악산로,1,30
중구,장충단로7길,1,30
노원구,화랑로51나길,1,30
서초구,방배로,3,50
영등포구,도림천로,3,50
금천구,가산디지털2로,2,40
영등포구,신길로42가길,1,30
성북구,대사관로3길,1,30
강동구,아리수로93다길,1,30
종로구,삼청로,1,30
강동구,성내로6길,1,30
서초구,바우뫼로12길,2,50
중랑구,신내역로,2,40
성북구,종암로19길,1,30
영등포구,버드나루로17길,1,10
노원구,동일로,3,50
중랑구,동일로172길,1,30
서대문구,내부순환도로,3,70
양천구,신월로,3,50
마포구,대흥로20길,1,30
중구,소월로,1,50
영등포구,선유로,2,50
양천구,남부순환로59길,1,30
동작구,여의대방로46길,1,10
송파구,강동대로,1,40
강동구,올림픽로108길,1,30
송파구,위례서로,3,50
영등포구,여의나루로,1,40
중랑구,공릉로,1,30
영등포구,올림픽대로,2,40
중랑구,양원역로,1,30
영등포구,가마산로89길,1,30
양천구,목동동로8길,1,30
도봉구,우이천로4길,1,30
노원구,섬밭로,2,30
강서구,금낭화로,1,30
중랑구,봉우재로,2,30
송파구,위례북로,1,30
중랑구,봉화산로30길,1,30
서초구,헌릉로8길,1,30
중구,마른내로,1,50
강남구,양재대로,1,40
중구,충무로,3,50
구로구,새말로9길,1,30
강남구,남부순환로397길,1,40
강남구,봉은사로,3,50
강동구,동남로,3,50
송파구,송이로14길,1,30
강남구,논현로28길,2,40
성북구,선잠로,1,30
종로구,자하문로28길,2,50
강남구,밤고개로26길,1,30
강남구,남부순환로365길,1,30
강서구,김포공항내부도로,5,30
종로구,비봉길,1,30
중랑구,면목천로,2,60
구로구,고척로60길,1,40
성동구,자동차시장1길,1,30
강북구,삼양로,2,30
도봉구,도봉로,4,50
송파구,서하남로,5,50
중랑구,동일로,3,50
강서구,양천로26길,1,30
강서구,양천로30길,1,10
강서구,마곡중앙로,3,50
동대문구,천호대로,4,60
중랑구,용마산로,3,50
노원구,동일로191길,2,40
노원구,덕릉로,1,40
노원구,덕릉로,3,50
성북구,한천로,1,30
송파구,양재대로,4,50
용산구,이촌로87길,1,40
강남구,밤고개로24길,1,40
중랑구,용마산로,2,50
은평구,진관2로,3,30
송파구,올림픽대로,1,30
도봉구,우이천로,2,30
중랑구,중랑천로,2,30
마포구,성암로,2,50
강서구,올림픽대로,2,40
중랑구,면목로28길,1,30
노원구,노원로34길,2,30
노원구,중계로16길,1,10
송파구,송이로,1,60
중랑구,동일로,3,50
용산구,강변북로,4,80
금천구,독산로40길,1,30
구로구,벚꽃로,2,50
송파구,삼학사로2길,2,40
강동구,올림픽대로,3,80
서대문구,성산로.연희로26길사이길,1,10
성동구,독서당로39길,1,10
양천구,목동동로,2,50
용산구,이촌로.인접길,1,40
용산구,후암로,1,50
서초구,올림픽대로,1,40
구로구,개봉로,2,50
성북구,북부간선도로,1,60
강남구,동부간선도로,1,40
구로구,개봉로1길.인접길,1,30
구로구,남부순환로,2,30
종로구,사직로,3,50
동작구,노들로,2,50
종로구,삼일대로,2,50
노원구,동일로175길,1,30
강북구,오현로34길,1,10
강남구,압구정로,3,50
노원구,마들로,2,50
노원구,한글비석로8길,2,30
노원구,노원로26길,1,40
노원구,한글비석로,3,50
노원구,한글비석로,1,30
구로구,새말로,2,30
송파구,올림픽대로,1,60
은평구,통일로,3,50
서대문구,성산로,3,50
중랑구,양원역로,1,30
서대문구,수색로,3,50
마포구,동교로,1,50
양천구,신월로,3,50
노원구,노해로,3,50
서초구,잠원로,2,50
강동구,아리수로76길,1,30
은평구,진관길,1,40
용산구,녹사평대로58길,2,50
도봉구,도봉로,4,50
노원구,동일로241길,1,40
중구,마장로,2,30
종로구,북촌로,2,30
성동구,광나루로,3,60
노원구,노해로,3,50
마포구,상암산로1길,1,30
도봉구,방학로,3,50
용산구,한강대로104길,1,30
중구,마장로,2,30
강동구,고덕로61길,2,40
양천구,남부순환로,3,50
송파구,올림픽로12길,1,30
중랑구,송림길,1,30
강서구,곰달래로,1,50
중랑구,동일로157길,1,30
영등포구,당산로,3,50
은평구,통일로,3,50
양천구,목동서로,1,50
강북구,인수봉로19길,1,30
중랑구,면목로35길,1,30
강남구,봉은사로,3,50
노원구,상계로,1,50
중랑구,동일로,3,50
양천구,공항대로,1,50
서초구,청계산로11길,1,30
양천구,신정중앙로,2,30
관악구,대학7길,1,10
영등포구,가마산로,3,50
송파구,오금로31길,1,30
영등포구,영등포로12길,1,30
마포구,월드컵북로,3,30
성북구,숭인로,1,30
노원구,노해로77길,1,30
도봉구,시루봉로,2,30
동작구,노들로,2,50
강서구,화곡로73길,1,10
강서구,마곡중앙5로,2,40
종로구,동호로,3,50
서초구,헌인릉1길,1,60
광진구,동일로,3,50
동작구,올림픽대로,1,40
동작구,노들로,1,60
용산구,장문로6길,1,10
용산구,백범로74길,1,10
영등포구,국제금융로,3,50
송파구,위례중앙로,2,60
성북구,아리랑로,2,50
광진구,워커힐로,1,50
동대문구,장한로26길,1,30
송파구,새말로,3,50
중구,서소문로,3,50
강서구,김포공항내부도로,3,40
은평구,불광로6길,1,40
구로구,시흥대로,4,50
종로구,종로,3,50
용산구,양녕로,4,60
동작구,여의대방로46길,1,10
관악구,신림로,3,50
강서구,김포한강로,3,80
중랑구,면목로,1,30
동대문구,한천로24길,1,10
중랑구,용마산로89길,1,30
강남구,동부간선도로,3,80
서초구,동작대로,4,60
강서구,김포공항진출입도로,4,40
서초구,도구로,1,30
노원구,마들로,2,50
송파구,충민로,2,30
은평구,통일로,3,60
구로구,개봉로19길,1,40
광진구,광나루로,1,30
양천구,목동동로,2,50
성북구,돌곶이로22가길,1,10
중랑구,동일로,3,50
양천구,목동서로4길,1,30
강동구,올림픽대로,1,50
강서구,공항대로59다길,1,10
용산구,청파로,3,50
서초구,잠원로,3,50
양천구,목동동로,2,50
강북구,삼양로77길,1,30
서대문구,신촌로,4,50
은평구,가좌로10길,1,30
은평구,응암로14길,1,30
서대문구,성산로,4,50
양천구,공항대로,1,40
영등포구,양산로,1,40
은평구,서오릉로2길,1,30
성북구,오패산로,2,50
관악구,남부순환로234길,1,50
강남구,일원로,2,30
구로구,구로중앙로,2,50
서초구,헌릉로,3,50
금천구,벚꽃로,2,40
종로구,종로,2,50
은평구,역말로,2,30
노원구,덕릉로,3,50
마포구,독막로,2,50
중랑구,신내역로,1,30
강남구,광평로10길,1,60
양천구,목동동로,2,50
중랑구,상봉중앙로8가길,1,30
강북구,인수봉로,1,40
송파구,양재대로.강동대로사이길,2,30
강남구,선릉로,2,50
중랑구,상봉중앙로,2,30
동대문구,장한로14길,1,10
중구,퇴계로,2,50
양천구,오목로,2,50
영등포구,문래로,3,50
서초구,청계산로15길,1,30
동작구,노들로,2,50
서대문구,성산로,1,50
송파구,가락로,1,30
서대문구,신촌로29길,1,30
강남구,학동로46길,1,30
성북구,장위로,1,40
강서구,올림픽대로,4,80
영등포구,성산로,2,60
송파구,헌릉로,5,50
영등포구,국회대로,4,50
강동구,아리수로93길,2,30
성북구,종암로21가길,1,30
강남구,역삼로63길,1,30
송파구,백제고분로,1,50
서초구,나루터로4길,1,30
은평구,진관3로,1,30
은평구,진관2로,1,30
종로구,난계로,3,60
동대문구,왕산로,3,60
노원구,한글비석로15길,1,30
영등포구,올림픽대로,1,40
동작구,만양로4길,1,30
강남구,올림픽대로,2,50
양천구,안양천로,2,50
관악구,양녕로,1,50
강남구,헌릉로571길,1,30
서초구,서초대로72길,1,60
동대문구,한천로14길,1,30
마포구,증산로,2,60
영등포구,선유동2로,2,60
성동구,장터길,2,30
금천구,금하로,3,40
노원구,동일로,3,50
